trade_id,entry_timestamp,exit_timestamp,entry_zscore,entry_signal,entry_beta,entry_spread,direction,position_usdt,leg_a_usdt,leg_b_usdt,kelly_fraction,signal_strength,stop_zscore,target_zscore,min_hold_hours,exit_zscore,exit_reason,hours_held,partial_pnl_usdt,gross_pnl_pct,fee_cost_pct,net_pnl_pct,net_pnl_usdt,max_adverse_zscore,max_favorable_zscore,prediction_error_at_entry,beta_uncertainty_at_entry,is_winner
191,2021-07-07 09:00:00+00:00,2021-07-07 11:00:00+00:00,2.5728,-2.5728,0.8283,0.019881,SHORT_SPREAD,885.56,484.38,401.19,0.1377,NORMAL,4.0728,-0.2573,30.87,0.5747,TIMESTOP,2.0,16.09,0.016889,0.003,0.013889,28.39,0.2513,2.5728,0.019881,0.001546,True
192,2021-07-07 13:00:00+00:00,2021-07-07 15:00:00+00:00,2.9486,-2.9486,0.8314,0.023201,SHORT_SPREAD,2029.83,1108.37,921.46,0.1377,NORMAL,4.4486,-0.2949,35.38,1.072,TIMESTOP,2.0,0.0,0.015871,0.003,0.012871,26.13,1.072,2.9486,0.023201,0.001546,True
193,2021-07-07 17:00:00+00:00,2021-07-07 19:00:00+00:00,2.3505,-2.3505,0.8349,0.018437,SHORT_SPREAD,1618.07,881.82,736.24,0.1377,NORMAL,3.8505,-0.235,28.21,3.5311,TIMESTOP,2.0,0.0,-0.010778,0.003,-0.013778,-22.29,2.3505,3.5311,0.018437,0.001561,False
194,2021-07-09 08:00:00+00:00,2021-07-09 10:00:00+00:00,2.0146,-2.0146,0.837,0.016299,SHORT_SPREAD,1386.84,754.95,631.89,0.1377,NORMAL,3.5146,-0.2015,24.17,1.1648,TIMESTOP,2.0,0.0,0.007352,0.003,0.004352,6.04,1.1648,2.0146,0.016299,0.001696,True
195,2021-07-14 01:00:00+00:00,2021-07-14 03:00:00+00:00,-2.0596,2.0596,0.8296,-0.015317,LONG_SPREAD,708.91,387.47,321.44,0.1377,NORMAL,3.5596,0.206,24.71,-2.653,TIMESTOP,2.0,5.38,-0.004398,0.003,-0.007398,0.13,-0.8045,-2.653,-0.015317,0.001875,False
196,2021-07-14 04:00:00+00:00,2021-07-14 06:00:00+00:00,-2.0251,2.0251,0.8274,-0.015276,LONG_SPREAD,1394.12,762.9,631.22,0.1377,NORMAL,3.5251,0.2025,24.3,-1.1069,TIMESTOP,2.0,0.0,0.006657,0.003,0.003657,5.1,-1.1069,-2.0251,-0.015276,0.001891,True
197,2021-07-15 12:00:00+00:00,2021-07-15 14:00:00+00:00,-2.8078,2.8078,0.823,-0.020738,LONG_SPREAD,966.44,530.12,436.31,0.1377,NORMAL,4.3078,0.2808,33.69,-0.4436,TIMESTOP,2.0,13.87,0.017127,0.003,0.014127,27.52,-0.4436,-2.8078,-0.020738,0.00192,True
198,2021-07-16 18:00:00+00:00,2021-07-16 20:00:00+00:00,-2.8656,2.8656,0.8184,-0.021565,LONG_SPREAD,1972.72,1084.85,887.86,0.1377,NORMAL,4.3656,0.2866,34.39,-1.048,TIMESTOP,2.0,0.0,0.013293,0.003,0.010293,20.31,-1.048,-2.8656,-0.021565,0.001983,True
199,2021-07-16 23:00:00+00:00,2021-07-17 01:00:00+00:00,-2.2216,2.2216,0.8154,-0.017105,LONG_SPREAD,1529.38,842.46,686.93,0.1377,NORMAL,3.7216,0.2222,26.66,-3.0502,TIMESTOP,2.0,0.0,-0.006651,0.003,-0.009651,-14.76,-2.2216,-3.2838,-0.017105,0.002007,False
200,2021-07-17 06:00:00+00:00,2021-07-17 08:00:00+00:00,2.3332,-2.3332,0.8118,0.016947,SHORT_SPREAD,803.1,443.27,359.83,0.1377,NORMAL,3.8332,-0.2333,28.0,0.7532,TIMESTOP,2.0,8.46,0.012028,0.003,0.009028,15.71,0.7532,2.3332,0.016947,0.002018,True
201,2021-07-17 19:00:00+00:00,2021-07-17 21:00:00+00:00,4.1228,-4.1228,0.8161,0.031167,SHORT_SPREAD,2838.18,1562.82,1275.36,0.1377,STRONG,5.0,-0.4123,49.47,2.3483,TIMESTOP,2.0,0.0,0.013594,0.003,0.010594,30.07,1.4124,4.1228,0.031167,0.002024,True
202,2021-07-19 11:00:00+00:00,2021-07-19 13:00:00+00:00,-2.8492,2.8492,0.8171,-0.0226,LONG_SPREAD,1961.4,1079.38,882.02,0.1377,NORMAL,4.3492,0.2849,34.19,-2.1336,TIMESTOP,2.0,0.0,0.00537,0.003,0.00237,4.65,-1.955,-2.8492,-0.0226,0.002069,True
203,2021-07-21 06:00:00+00:00,2021-07-21 08:00:00+00:00,2.0982,-2.0982,0.8233,0.015342,SHORT_SPREAD,722.22,396.11,326.12,0.1377,NORMAL,3.5982,-0.2098,25.18,-0.1741,TIMESTOP,2.0,8.7,0.01756,0.003,0.01456,19.22,-0.1741,2.0982,0.015342,0.002139,True
204,2021-07-21 10:00:00+00:00,2021-07-21 12:00:00+00:00,4.0628,-4.0628,0.8275,0.031028,SHORT_SPREAD,2796.87,1530.41,1266.46,0.1377,STRONG,5.0,-0.4063,48.75,2.5924,TIMESTOP,2.0,0.0,0.011111,0.003,0.008111,22.68,2.5924,4.0628,0.031028,0.002109,True
205,2021-07-22 00:00:00+00:00,2021-07-22 02:00:00+00:00,-2.2413,2.2413,0.835,-0.018398,LONG_SPREAD,1542.94,840.82,702.12,0.1377,NORMAL,3.7413,0.2241,26.9,-1.9953,TIMESTOP,2.0,0.0,0.001571,0.003,-0.001429,-2.2,-1.9953,-3.7317,-0.018398,0.002057,False
206,2021-07-22 10:00:00+00:00,2021-07-22 12:00:00+00:00,3.2232,-3.2232,0.8336,0.025721,SHORT_SPREAD,2218.85,1210.09,1008.77,0.1377,STRONG,4.7232,-0.3223,38.68,1.7121,TIMESTOP,2.0,0.0,0.012379,0.003,0.009379,20.81,1.7121,3.2232,0.025721,0.002056,True
207,2021-07-22 16:00:00+00:00,2021-07-22 18:00:00+00:00,2.9789,-2.9789,0.842,0.024265,SHORT_SPREAD,1025.35,556.65,468.69,0.1377,NORMAL,4.4789,-0.2979,35.75,0.7583,TIMESTOP,2.0,17.51,0.018573,0.003,0.015573,33.47,0.7583,2.9789,0.024265,0.002028,True
208,2021-07-24 17:00:00+00:00,2021-07-24 19:00:00+00:00,2.4512,-2.4512,0.8461,0.020621,SHORT_SPREAD,843.69,457.02,386.67,0.1377,NORMAL,3.9512,-0.2451,29.41,0.1874,TIMESTOP,2.0,15.17,0.019485,0.003,0.016485,29.08,0.1874,2.4512,0.020621,0.001945,True
209,2021-07-25 01:00:00+00:00,2021-07-25 03:00:00+00:00,-2.3466,2.3466,0.8458,-0.020609,LONG_SPREAD,807.71,437.59,370.12,0.1377,NORMAL,3.8466,0.2347,28.16,-0.8719,TIMESTOP,2.0,11.41,0.012784,0.003,0.009784,19.31,-0.5499,-2.3466,-0.020609,0.001972,True
210,2021-07-27 01:00:00+00:00,2021-07-27 03:00:00+00:00,-2.8526,2.8526,0.8259,-0.025875,LONG_SPREAD,1963.76,1075.5,888.26,0.1377,NORMAL,4.3526,0.2853,34.23,-1.4425,TIMESTOP,2.0,0.0,0.012543,0.003,0.009543,18.74,-1.2076,-2.8526,-0.025875,0.001798,True
211,2021-07-29 04:00:00+00:00,2021-07-29 06:00:00+00:00,2.1251,-2.1251,0.8272,0.017253,SHORT_SPREAD,1462.91,800.63,662.28,0.1377,NORMAL,3.6251,-0.2125,25.5,1.1663,TIMESTOP,2.0,0.0,0.00793,0.003,0.00493,7.21,1.1663,3.4632,0.017253,0.001784,True
212,2021-07-29 14:00:00+00:00,2021-07-29 16:00:00+00:00,2.3198,-2.3198,0.8344,0.01947,SHORT_SPREAD,1596.96,870.55,726.41,0.1377,NORMAL,3.8198,-0.232,27.84,1.3205,TIMESTOP,2.0,0.0,0.008514,0.003,0.005514,8.81,1.1736,2.3198,0.01947,0.001789,True
213,2021-07-30 15:00:00+00:00,2021-07-30 17:00:00+00:00,-4.9448,4.9448,0.8169,-0.044625,LONG_SPREAD,2723.23,1498.85,1224.38,0.1377,STRONG,5.0,0.4945,59.34,-2.4542,TIMESTOP,2.0,0.0,0.021214,0.003,0.018214,49.6,-2.4542,-5.0,-0.044625,0.001748,True
214,2021-07-30 18:00:00+00:00,2021-07-30 20:00:00+00:00,-2.3737,2.3737,0.8007,-0.023054,LONG_SPREAD,817.04,453.75,363.3,0.1377,NORMAL,3.8737,0.2374,28.48,-2.4554,TIMESTOP,2.0,13.26,-0.000956,0.003,-0.003956,10.03,-0.477,-2.4554,-0.023054,0.001671,False
215,2021-07-31 00:00:00+00:00,2021-07-31 02:00:00+00:00,2.112,-2.112,0.7976,0.01876,SHORT_SPREAD,726.94,404.39,322.55,0.1377,NORMAL,3.612,-0.2112,25.34,0.5459,TIMESTOP,2.0,9.63,0.014744,0.003,0.011744,18.16,0.5459,2.112,0.01876,0.001599,True
216,2021-07-31 08:00:00+00:00,2021-07-31 10:00:00+00:00,2.2947,-2.2947,0.8042,0.020865,SHORT_SPREAD,1579.69,875.55,704.14,0.1377,NORMAL,3.7947,-0.2295,27.54,2.6986,TIMESTOP,2.0,0.0,-0.00414,0.003,-0.00714,-11.28,1.4638,2.6986,0.020865,0.001604,False
217,2021-07-31 11:00:00+00:00,2021-07-31 13:00:00+00:00,2.109,-2.109,0.8086,0.019489,SHORT_SPREAD,1451.88,802.76,649.12,0.1377,NORMAL,3.609,-0.2109,25.31,1.3326,TIMESTOP,2.0,0.0,0.007374,0.003,0.004374,6.35,1.3326,2.109,0.019489,0.00161,True
218,2021-08-01 02:00:00+00:00,2021-08-01 04:00:00+00:00,4.0376,-4.0376,0.8282,0.042873,SHORT_SPREAD,2223.61,1216.32,1007.29,0.1377,STRONG,5.0,-0.4038,48.45,2.8148,TIMESTOP,2.0,0.0,0.012554,0.003,0.009554,21.24,2.8148,4.0376,0.042873,0.001565,True
219,2021-08-01 14:00:00+00:00,2021-08-01 16:00:00+00:00,4.6579,-4.6579,0.8399,0.051786,SHORT_SPREAD,2565.21,1394.22,1171.0,0.1377,STRONG,5.0,-0.4658,55.89,4.6056,TIMESTOP,2.0,0.0,-0.001146,0.003,-0.004146,-10.64,2.9845,4.6579,0.051786,0.00158,False
220,2021-08-01 17:00:00+00:00,2021-08-01 19:00:00+00:00,3.5242,-3.5242,0.8501,0.041096,SHORT_SPREAD,970.42,524.52,445.9,0.1377,STRONG,5.0,-0.3524,42.29,-0.0991,TIMESTOP,2.0,40.28,0.043003,0.003,0.040003,79.1,-0.0991,3.5242,0.041096,0.001583,True
221,2021-08-02 04:00:00+00:00,2021-08-02 06:00:00+00:00,-2.2663,2.2663,0.8441,-0.026695,LONG_SPREAD,780.08,423.02,357.07,0.1377,NORMAL,3.7663,0.2266,27.2,0.0074,TIMESTOP,2.0,19.96,0.027086,0.003,0.024086,38.75,0.0074,-2.2663,-0.026695,0.001608,True
222,2021-08-03 16:00:00+00:00,2021-08-03 18:00:00+00:00,-2.2676,2.2676,0.8152,-0.027944,LONG_SPREAD,780.52,429.98,350.54,0.1377,NORMAL,3.7676,0.2268,27.21,-0.6469,TIMESTOP,2.0,11.81,0.019761,0.003,0.016761,24.9,-0.6469,-2.2676,-0.027944,0.001575,True
223,2021-08-04 12:00:00+00:00,2021-08-04 14:00:00+00:00,2.2579,-2.2579,0.8183,0.027223,SHORT_SPREAD,1554.34,854.85,699.48,0.1377,NORMAL,3.7579,-0.2258,27.09,1.6723,TIMESTOP,2.0,0.0,0.007,0.003,0.004,6.22,1.4325,2.2579,0.027223,0.00158,True
224,2021-08-04 16:00:00+00:00,2021-08-04 18:00:00+00:00,2.4139,-2.4139,0.8271,0.02958,SHORT_SPREAD,1661.72,909.48,752.24,0.1377,NORMAL,3.9139,-0.2414,28.97,2.3173,TIMESTOP,2.0,0.0,0.000701,0.003,-0.002299,-3.82,2.3173,2.7855,0.02958,0.001549,False
225,2021-08-06 12:00:00+00:00,2021-08-06 14:00:00+00:00,3.7843,-3.7843,0.8454,0.048159,SHORT_SPREAD,2084.11,1129.35,954.76,0.1377,STRONG,5.0,-0.3784,45.41,2.0407,TIMESTOP,2.0,0.0,0.02178,0.003,0.01878,39.14,2.0407,3.7843,0.048159,0.001613,True
226,2021-08-16 16:00:00+00:00,2021-08-16 18:00:00+00:00,2.882,-2.882,0.8676,0.034722,SHORT_SPREAD,1983.96,1062.31,921.65,0.1377,NORMAL,4.382,-0.2882,34.58,1.7848,TIMESTOP,2.0,0.0,0.012565,0.003,0.009565,18.98,1.7848,2.882,0.034722,0.001503,True
227,2021-08-17 02:00:00+00:00,2021-08-17 04:00:00+00:00,2.7812,-2.7812,0.8833,0.035542,SHORT_SPREAD,1914.58,1016.62,897.96,0.1377,NORMAL,4.2812,-0.2781,33.37,1.001,TIMESTOP,2.0,0.0,0.021838,0.003,0.018838,36.07,1.001,2.7812,0.035542,0.001541,True
228,2021-08-17 10:00:00+00:00,2021-08-17 12:00:00+00:00,-2.8632,2.8632,0.8848,-0.03341,LONG_SPREAD,985.54,522.88,462.65,0.1377,NORMAL,4.3632,0.2863,34.36,-0.9572,TIMESTOP,2.0,21.85,0.023666,0.003,0.020666,42.21,-0.9572,-2.8632,-0.03341,0.001521,True
229,2021-08-19 13:00:00+00:00,2021-08-19 15:00:00+00:00,2.3648,-2.3648,0.8964,0.030981,SHORT_SPREAD,1627.95,858.44,769.51,0.1377,NORMAL,3.8648,-0.2365,28.38,1.3589,TIMESTOP,2.0,0.0,0.012333,0.003,0.009333,15.19,1.3589,2.3648,0.030981,0.001648,True
230,2021-08-25 08:00:00+00:00,2021-08-25 10:00:00+00:00,-2.1778,2.1778,0.9085,-0.017877,LONG_SPREAD,749.62,392.77,356.85,0.1377,NORMAL,3.6778,0.2178,26.13,-0.5502,TIMESTOP,2.0,9.11,0.014971,0.003,0.011971,18.08,-0.5502,-2.1778,-0.017877,0.001672,True
231,2021-08-27 01:00:00+00:00,2021-08-27 03:00:00+00:00,3.2258,-3.2258,0.9112,0.029907,SHORT_SPREAD,2220.65,1161.93,1058.71,0.1377,STRONG,4.7258,-0.3226,38.71,2.4966,TIMESTOP,2.0,0.0,0.006177,0.003,0.003177,7.05,1.4003,3.2258,0.029907,0.001749,True
232,2021-08-30 18:00:00+00:00,2021-08-30 20:00:00+00:00,2.8638,-2.8638,0.9194,0.024704,SHORT_SPREAD,1971.46,1027.13,944.33,0.1377,NORMAL,4.3638,-0.2864,34.37,2.4318,TIMESTOP,2.0,0.0,0.003037,0.003,3.7e-05,0.07,2.4318,3.8431,0.024704,0.001786,True
233,2021-08-31 12:00:00+00:00,2021-08-31 14:00:00+00:00,4.6295,-4.6295,0.9427,0.041775,SHORT_SPREAD,2549.58,1312.42,1237.16,0.1377,STRONG,5.0,-0.463,55.55,1.1397,TIMESTOP,2.0,0.0,0.030479,0.003,0.027479,70.06,1.1397,4.6295,0.041775,0.001737,True
234,2021-08-31 15:00:00+00:00,2021-08-31 17:00:00+00:00,4.7042,-4.7042,0.9514,0.04386,SHORT_SPREAD,2590.7,1327.59,1263.11,0.1377,STRONG,5.0,-0.4704,56.45,1.8788,TIMESTOP,2.0,0.0,0.025216,0.003,0.022216,57.55,1.8788,4.7042,0.04386,0.001722,True
235,2021-08-31 23:00:00+00:00,2021-09-01 01:00:00+00:00,3.872,-3.872,0.9612,0.037597,SHORT_SPREAD,2665.47,1359.12,1306.36,0.1377,STRONG,5.0,-0.3872,46.46,1.4527,TIMESTOP,2.0,0.0,0.022306,0.003,0.019306,51.46,1.2045,3.872,0.037597,0.00173,True
